Date,Name,Description,Topic 1,Topic 2,Topic 3,URL,Upvotes,Pricing,Reviews,Product Rating,Comments,Day Rank,Week Rank
30-01-2024,Faltah AI Interview Simulator,Get ready to pass your next interview,Hiring,Productivity,SaaS,https://www.producthunt.com/posts/faltah-ai-interview-simulator/embed,587,Free Options,10,4.6/5 ?,263,#3,#10
30-01-2024,Quiet Places Finder,Find the quietest places in the world’s loudest cities,Health & Fitness,,,https://www.producthunt.com/posts/quiet-places-finder/embed,484,Free,42,4.9/5 ?,138,#4,#19
30-01-2024,Pebble,"Bring your store to life with interactive, shoppable videos",Advertising,E-Commerce,Video,https://www.producthunt.com/posts/pebble-app/embed,321,Free Options,1,5/5 ?,145,#5,#23
30-01-2024,Blozum,Increase Revenues 3X w/ our WhatsApp Sales AI Assistant,Messaging,Sales,Marketing,https://www.producthunt.com/posts/blozum/embed,249,Free Options,2,4.5/5 ?,72,#6,#29
30-01-2024,Open SaaS,Open-source & 100% free React & Node.js SaaS starter,Open Source,Developer Tools,GitHub,https://www.producthunt.com/posts/open-saas/embed,535,Free,2,5/5 ?,136,#7,#27
30-01-2024,Podnotes,"Transcribe, summarize and create content from your podcasts",Artificial Intelligence,Audio,,https://www.producthunt.com/posts/podnotes-2/embed,417,Free Options,0,,126,#8,#30
30-01-2024,Shakker.Ai,"Turn your imagination into images, in seconds",Design Tools,Artificial Intelligence,,https://www.producthunt.com/posts/shakker-ai/embed,271,Free Options,0,,82,#9,#32
30-01-2024,Scope,The only truly collaborative project management platform,Productivity,Task Management,Messaging,https://www.producthunt.com/posts/scope-8/embed,248,Free Options,2,5/5 ?,31,#10,#46
30-01-2024,Zerve AI,What if Jupyter + Figma + VSCode had a baby?,Developer Tools,Artificial Intelligence,GitHub,https://www.producthunt.com/posts/zerve-ai/embed,331,Free,49,5/5 ?,96,#11,#37
30-01-2024,Flockler,"Simple, fast shoppable feeds to grow your e-commerce store",Social Media,Marketing,E-Commerce,https://www.producthunt.com/posts/flockler/embed,296,Free Options,2,5/5 ?,64,#12,#41
30-01-2024,Omnipilot,Autocomplete and in-context generation everywhere on macOS,Productivity,Developer Tools,Artificial Intelligence,https://www.producthunt.com/posts/omnipilot/embed,236,Free Options,5,3.4/5 ?,67,#13,#62
30-01-2024,AI Figma to Code by Anima,Let Anima code like you,Design Tools,Developer Tools,Artificial Intelligence,https://www.producthunt.com/posts/ai-figma-to-code-by-anima/embed,139,Free Options,70,4.5/5 ?,12,#14,#67
30-01-2024,FluxNinja Aperture,"A simple API for rate limiting, caching, prioritization",API,User Experience,Developer Tools,https://www.producthunt.com/posts/fluxninja-aperture/embed,156,Free Options,4,5/5 ?,27,#15,#64
30-01-2024,Martial Profile,"The ultimate tool for martial artists, Kickstart your year",Android,Sports,Health,https://www.producthunt.com/posts/martial-profile/embed,110,Free,2,5/5 ?,31,#16,#72
30-01-2024,Screens,Review contracts like expert attorneys,Privacy,Legal,Artificial Intelligence,https://www.producthunt.com/posts/screens-3/embed,109,Free Options,0,,40,#17,#79
30-01-2024,ColdScribe,An AI tool for generating personalized cold emails,Email,Sales,Email Marketing,https://www.producthunt.com/posts/coldscribe/embed,154,Free Options,0,,76,#18,#68
30-01-2024,OpenCopilot v2,"Siri, but for your product",User Experience,Artificial Intelligence,Tech,https://www.producthunt.com/posts/opencopilot-v2/embed,96,Payment Required,3,5/5 ?,16,#19,#89
30-01-2024,Trellus AI Autodialer,Retrofit your dialer into a powerful AI autodialer,Productivity,Sales,Artificial Intelligence,https://www.producthunt.com/posts/trellus-ai-autodialer/embed,83,Free Options,10,5/5 ?,24,#20,#93
31-01-2024,Tailwind Studio,Style your React app so fast,Web App,Developer Tools,Artificial Intelligence,https://www.producthunt.com/posts/tailwind-studio/embed,0,Free,2,5/5 ?,293,#1,#3
31-01-2024,OpenArt,App store for AI image apps,Design Tools,SaaS,Artificial Intelligence,https://www.producthunt.com/posts/openart-2/embed,724,Free,30,4.5/5 ?,247,#2,#11
31-01-2024,GPTGuard,Keep your ChatGPT conversations secure and private,Privacy,Artificial Intelligence,Bots,https://www.producthunt.com/posts/gptguard-2/embed,495,Free Options,1,5/5 ?,139,#3,#14
31-01-2024,Pagemaker,Build converting landing pages in just 10 minutes,Design Tools,Freelance,Marketing,https://www.producthunt.com/posts/pagemaker-2/embed,519,Free Options,11,4.9/5 ?,93,#4,#22
31-01-2024,Share GPT,"Share your GPTs with anyone, no OpenAI subscription needed",SaaS,Artificial Intelligence,No-Code,https://www.producthunt.com/posts/share-gpt/embed,212,Free Options,3,4/5 ?,39,#5,#36
31-01-2024,Timeular,"Effortless, smart, secure automatic time and leave tracking",Productivity,Time Tracking,Quantified Self,https://www.producthunt.com/posts/timeular/embed,333,Free Options,28,5/5 ?,73,#6,#40
31-01-2024,Free Character Design By Museclip,Transform character designs in real-time with AI,Design Tools,Marketing,Photography,https://www.producthunt.com/posts/free-character-design-by-museclip/embed,237,Free,0,,68,#7,#45
31-01-2024,Cyclops,Developer friendly Kubernetes,Open Source,Software Engineering,Developer Tools,https://www.producthunt.com/posts/cyclops/embed,245,Free,0,,105,#8,#47
31-01-2024,Auto Subtitle Generator by LOVO,"Fast, accurate subtitles with just one click",Productivity,Social Media,Marketing,https://www.producthunt.com/posts/auto-subtitle-generator-by-lovo/embed,227,Free Options,1,5/5 ?,89,#9,#49
31-01-2024,Pirsch Analytics 2.0,Next level analytics for the modern web,Analytics,Developer Tools,Data Visualization,https://www.producthunt.com/posts/pirsch-analytics-2-0/embed,224,Free Options,17,? Digital Corsaire ?,55,#10,#51
31-01-2024,Nero AI Video Upscaler,Upgrade your videos instantly,Design Tools,Artificial Intelligence,Photo & Video,https://www.producthunt.com/posts/nero-ai-video-upscaler/embed,206,Free Options,0,,51,#11,#58
31-01-2024,Pixeebot,Your automated product security engineer,Developer Tools,GitHub,Security,https://www.producthunt.com/posts/pixeebot/embed,220,Free,3,5/5 ?,59,#12,#54
31-01-2024,State of Email 2024,Turn insights from 250+ email experts into results,Email,Email Marketing,Marketing,https://www.producthunt.com/posts/state-of-email-2024/embed,146,Free,23,5/5 ?,53,#13,#66
31-01-2024,LFG,"Discover, curate and share places to go",Travel,Vacation,Community,https://www.producthunt.com/posts/lfg/embed,116,Free,1,5/5 ?,63,#14,#74
31-01-2024,Outseta Webflow App,"Memberships, CRM & email within the Webflow designer",Payments,SaaS,No-Code,https://www.producthunt.com/posts/outseta-webflow-app/embed,118,Free Options,16,4.7/5 ?,51,#15,#75
31-01-2024,ListBox: Daily Planner,"'If you want something done well, do it yourself""",Productivity,Task Management,,https://www.producthunt.com/posts/listbox-daily-planner/embed,225,Free Options,1,5/5 ?,15,#16,#70
31-01-2024,Translatespace,Auto-localization for busy people - don't miss out on SEO,Languages,SEO,Developer Tools,https://www.producthunt.com/posts/translatespace/embed,111,Payment Required,1,5/5 ?,36,#17,#83
31-01-2024,Code Snippets AI,Master your codebase + build your team code snippets library,Productivity,Developer Tools,Artificial Intelligence,https://www.producthunt.com/posts/code-snippets-ai-3/embed,103,Free Options,3,5/5 ?,34,#18,#87
31-01-2024,Chat Interface for OpenAI Assistants,ChatGPT-like customer interactions in a website widget,Customer Success,Customer Communication,,https://www.producthunt.com/posts/chat-interface-for-openai-assistants/embed,98,,7,4.4/5 ?,12,#19,#91
31-01-2024,Very Disco,Everything ever mentioned in your favourite podcasts,Search,Audio,Data Visualization,https://www.producthunt.com/posts/very-disco/embed,94,Free,0,,29,#20,#95
